통합_학과별_장학금_21-23,,,,,,,,,,,,,,,,,,,,
기준연도,학교명,단과대학,학과,구분,학기,"재학생
(A)","재학생 1인당
장학금
(D=B/A)",,,,,,,,,,,,,
,,,,,2학기,18,"1,117,830",,,,,,,,,,,,,
,,,노동복지전공,야간,1학기,42,"733,834.3",,,,,,,,,,,,,
,,,,,2학기,41,"959,971",,,,,,,,,,,,,
,,,동물생명융합학부,주간,1학기,68,"1,521,875.7",,,,,,,,,,,,,
,,,,,2학기,60,"1,411,697.8",,,,,,,,,,,,,
,,,동물자원과학전공,주간,1학기,38,"1,402,011.3",,,,,,,,,,,,,
,,,,,2학기,38,"1,086,285.8",,,,,,,,,,,,,
,,,디자인전공,주간,1학기,130,"1,622,666.3",,,,,,,,,,,,,
,,,,,2학기,121,"1,592,034.3",,,,,,,,,,,,,
,,,레저스포츠매니지먼트,야간,1학기,15,0,,,,,,,,,,,,,
,,,,,2학기,15,0,,,,,,,,,,,,,
,,,문예창작미디어콘텐츠홍보전공,주간,1학기,34,"1,773,498.8",,,,,,,,,,,,,
,,,,,2학기,35,"1,721,324",,,,,,,,,,,,,
,,,법경영학부,주간,1학기,96,"1,804,226.5",,,,,,,,,,,,,
,,,,,2학기,88,"1,711,896.6",,,,,,,,,,,,,
,,,법학전공,주간,1학기,44,"1,150,558.2",,,,,,,,,,,,,
,,,,,2학기,38,"1,102,092.1",,,,,,,,,,,,,
,,,사회안전시스템공학부,주간,1학기,85,"1,182,756.2",,,,,,,,,,,,,
,,,,,2학기,73,"1,020,651.9",,,,,,,,,,,,,
,,,생명공학부,주간,1학기,63,"1,426,123.2",,,,,,,,,,,,,
,,,,,2학기,51,"1,300,356.1",,,,,,,,,,,,,
,,,생물산업응용전공,주간,1학기,29,"1,824,404.1",,,,,,,,,,,,,
,,,,,2학기,27,"1,880,489.6",,,,,,,,,,,,,
,,,소프트웨어&서비스컴퓨팅전공,주간,1학기,31,"1,269,339.7",,,,,,,,,,,,,
,,,,,2학기,34,"1,041,454.4",,,,,,,,,,,,,
,,,소프트웨어융합전공,주간,1학기,33,"1,458,495.5",,,,,,,,,,,,,
,,,,,2학기,32,"1,200,071.3",,,,,,,,,,,,,
,,,식물생명환경전공,주간,1학기,52,"1,653,210",,,,,,,,,,,,,
,,,,,2학기,49,"1,666,482",,,,,,,,,,,,,
,,,식물자원조경학부,주간,1학기,103,"1,380,037.5",,,,,,,,,,,,,
,,,,,2학기,98,"1,216,610.9",,,,,,,,,,,,,
,,,식품생명공학전공,주간,1학기,32,"1,164,631.9",,,,,,,,,,,,,
,,,,야간,1학기,66,"573,632.7",,,,,,,,,,,,,
,,,,주간,2학기,34,"868,246.5",,,,,,,,,,,,,
,,,,야간,2학기,60,"517,083.7",,,,,,,,,,,,,
,,,식품생명화학공학부,주간,1학기,99,"1,998,952.4",,,,,,,,,,,,,
,,,,,2학기,84,"1,604,806.7",,,,,,,,,,,,,
,,,식품영양학전공,주간,1학기,44,"1,449,439.8",,,,,,,,,,,,,
,,,,,2학기,44,"1,427,124.4",,,,,,,,,,,,,
,,,아동가족복지학전공,주간,1학기,40,"1,651,982",,,,,,,,,,,,,
,,,,,2학기,41,"1,359,126.6",,,,,,,,,,,,,
,,,안전공학전공,주간,1학기,3,0,,,,,,,,,,,,,
,,,,,2학기,33,"944,225.5",,,,,,,,,,,,,
,,,안전시스템공학전공,주간,1학기,33,"1,461,664.2",,,,,,,,,,,,,
,,,영미언어문화전공,주간,1학기,29,"1,105,782.2",,,,,,,,,,,,,
,,,,,2학기,30,"1,091,342",,,,,,,,,,,,,
,,,원예생명공학전공,주간,1학기,35,"1,159,152.6",,,,,,,,,,,,,
,,,,,2학기,33,"922,872.1",,,,,,,,,,,,,
,,,웰니스산업융합학부,주간,1학기,100,"1,414,542.6",,,,,,,,,,,,,
,,,,,2학기,92,"1,294,607.4",,,,,,,,,,,,,
,,,웰니스스포츠과학전공,주간,1학기,16,"3,302,495",,,,,,,,,,,,,
,,,,,2학기,18,"2,278,689.4",,,,,,,,,,,,,
,,,융합레포츠전공,야간,1학기,29,"1,681,195.5",,,,,,,,,,,,,
,,,,,2학기,26,"1,888,218.5",,,,,,,,,,,,,
,,,응용생명공학전공,주간,1학기,35,"1,038,664.9",,,,,,,,,,,,,
,,,,,2학기,31,"1,172,001.6",,,,,,,,,,,,,
,,,응용수학전공,주간,1학기,11,"515,961.8",,,,,,,,,,,,,
,,,,,2학기,9,"711,380",,,,,,,,,,,,,
,,,의류산업학전공,주간,1학기,29,"1,216,765.2",,,,,,,,,,,,,
,,,,,2학기,29,"1,108,760.7",,,,,,,,,,,,,
,,,인문융합공공인재학부,주간,1학기,89,"1,931,700.4",,,,,,,,,,,,,
,,,,,2학기,79,"1,941,331.3",,,,,,,,,,,,,
,,,전기공학전공,주간,1학기,23,"1,209,960",,,,,,,,,,,,,
,,,,,2학기,23,"1,189,421.3",,,,,,,,,,,,,
,,,전자공학전공,주간,1학기,36,"1,026,846.1",,,,,,,,,,,,,
,,,,,2학기,28,"553,936.8",,,,,,,,,,,,,
,,,전자전기공학부,주간,1학기,88,"1,402,244.2",,,,,,,,,,,,,
,,,,,2학기,84,"1,264,447.2",,,,,,,,,,,,,
,,,조경학전공,주간,1학기,56,"1,373,300.4",,,,,,,,,,,,,
,,,,,2학기,45,"1,503,225.3",,,,,,,,,,,,,
,,,지역시스템공학전공,주간,1학기,17,"1,440,629.4",,,,,,,,,,,,,
,,,지역자원시스템공학전공,주간,1학기,9,0,,,,,,,,,,,,,
,,,,,2학기,20,"1,089,651.5",,,,,,,,,,,,,
,,,컴퓨터응용수학부,주간,1학기,83,"1,689,583.3",,,,,,,,,,,,,
,,,,,2학기,73,"1,419,632.3",,,,,,,,,,,,,
,,,토목공학전공,야간,1학기,47,"204,527.2",,,,,,,,,,,,,
,,,,주간,1학기,32,"908,711.6",,,,,,,,,,,,,
,,,,야간,2학기,37,"123,203.2",,,,,,,,,,,,,
,,,,주간,2학기,30,"482,162",,,,,,,,,,,,,
,,,화학공학전공,주간,1학기,66,"1,359,280.9",,,,,,,,,,,,,
,,,,,2학기,58,"1,117,702.6",,,,,,,,,,,,,
,,,환경공학전공,주간,1학기,29,"1,728,932.9",,,,,,,,,,,,,
,,,,,2학기,30,"1,955,931.8",,,,,,,,,,,,,
,한국공학대학교,단과대구분없음,경영학부 (IT경영전공),주간,1학기,390,"1,421,496.6",,,,,,,,,,,,,
,,,,,2학기,347,"1,473,933.7",,,,,,,,,,,,,
,,,경영학부(산업경영전공),주간,1학기,339,"1,262,377.1",,,,,,,,,,,,,
,,,,,2학기,303,"1,541,265.7",,,,,,,,,,,,,
,,,기계공학과,주간,1학기,549,"1,406,127.4",,,,,,,,,,,,,
,,,,,2학기,497,"1,777,367.3",,,,,,,,,,,,,
,,,기계설계공학과,주간,1학기,375,"1,578,138.4",,,,,,,,,,,,,
,,,,,2학기,327,"1,633,065.7",,,,,,,,,,,,,
,,,나노반도체공학과,주간,1학기,367,"1,626,697.1",,,,,,,,,,,,,
,,,,,2학기,332,"2,176,389.8",,,,,,,,,,,,,
,,,디자인공학부(미디어디자인공학전공),주간,1학기,159,"1,873,405.6",,,,,,,,,,,,,
,,,,,2학기,157,"2,281,317.9",,,,,,,,,,,,,
,,,디자인공학부(산업디자인공학전공),주간,1학기,260,"2,076,420.5",,,,,,,,,,,,,
,,,,,2학기,254,"2,398,860.4",,,,,,,,,,,,,
,,,메카트로닉스공학부(AI로봇전공),주간,1학기,42,"1,432,722.4",,,,,,,,,,,,,
,,,,,2학기,34,"2,062,141",,,,,,,,,,,,,
,,,메카트로닉스공학부(메카트로닉스전공),주간,1학기,505,"1,523,003.5",,,,,,,,,,,,,
,,,,,2학기,501,"1,765,249.6",,,,,,,,,,,,,
,,,생명화학공학과,주간,1학기,355,"1,775,843.4",,,,,,,,,,,,,
,,,,,2학기,337,"1,932,670.2",,,,,,,,,,,,,
,,,신소재공학과,주간,1학기,368,"1,543,576",,,,,,,,,,,,,
,,,,,2학기,358,"1,743,489.8",,,,,,,,,,,,,
,,,에너지전기공학과,주간,1학기,408,"1,617,363.5",,,,,,,,,,,,,
,,,,,2학기,375,"1,744,037.6",,,,,,,,,,,,,
,,,전자공학부(임베디드시스템전공),주간,1학기,257,"1,456,485",,,,,,,,,,,,,
,,,,,2학기,242,"1,674,669.4",,,,,,,,,,,,,
,,,전자공학부(전자공학전공),주간,1학기,481,"1,571,508.7",,,,,,,,,,,,,
,,,,,2학기,445,"1,884,048.2",,,,,,,,,,,,,
,,기업인재대학,기계설계・시스템공학과,야간,1학기,24,"863,829.2",,,,,,,,,,,,,
,,,,,2학기,24,"836,738.8",,,,,,,,,,,,,
,,,기계제조공학과,야간,1학기,66,"729,042.4",,,,,,,,,,,,,
,,,,,2학기,64,"769,851.6",,,,,,,,,,,,,
,,,기업경영학과,야간,1학기,21,"680,919",,,,,,,,,,,,,
,,,,,2학기,21,"752,466.7",,,,,,,,,,,,,
,,,메카트로닉스시스템공학과,야간,1학기,36,"50,937.5",,,,,,,,,,,,,
,,,,,2학기,37,"45,574.3",,,,,,,,,,,,,
,,,부품소재공학과,야간,1학기,10,"1,388,250",,,,,,,,,,,,,
,,,,,2학기,10,"1,030,600",,,,,,,,,,,,,
,,,산업융합학과,야간,1학기,91,"3,845,618.1",,,,,,,,,,,,,
,,,,,2학기,90,"3,591,957.2",,,,,,,,,,,,,
,,,소재시스템공학과,주간,1학기,16,"6,575,781.2",,,,,,,,,,,,,
,,,,,2학기,16,"5,779,835.6",,,,,,,,,,,,,
,,,스마트기계공학과,야간,1학기,131,"2,765,516.5",,,,,,,,,,,,,
,,,,,2학기,116,"2,743,190.6",,,,,,,,,,,,,
,,,스마트컴퓨터융합공학과,야간,1학기,39,"34,955.1",,,,,,,,,,,,,
,,,,,2학기,37,"82,250",,,,,,,,,,,,,
,,,융합소재공학과,주간,1학기,11,"1,346,000",,,,,,,,,,,,,
,,,,,2학기,11,"1,364,181.8",,,,,,,,,,,,,
,,,제품시스템디자인공학과,주간,1학기,38,"3,209,051.6",,,,,,,,,,,,,
,,,,,2학기,36,"3,456,530",,,,,,,,,,,,,
,,,지능형ICT융합공학과,주간,1학기,119,"3,714,077.8",,,,,,,,,,,,,
,,,,,2학기,111,"3,910,125.1",,,,,,,,,,,,,
,,,컴퓨터융합공학과,야간,1학기,33,"1,139,857.6",,,,,,,,,,,,,
,,,,,2학기,32,"1,413,312.5",,,,,,,,,,,,,
,,,컴퓨터전자공학과,야간,1학기,185,"2,846,646.2",,,,,,,,,,,,,
,,,,,2학기,181,"2,815,643.3",,,,,,,,,,,,,
,,,화합물반도체공학과,야간,1학기,13,"625,892.3",,,,,,,,,,,,,
,,,,,2학기,13,"1,183,369.2",,,,,,,,,,,,,
,,,환경안전경영학과,야간,1학기,12,"623,333.3",,,,,,,,,,,,,
,,,,,2학기,12,"519,666.7",,,,,,,,,,,,,
,,SW대학,게임공학과,주간,1학기,563,"1,517,675.7",,,,,,,,,,,,,
,,,,,2학기,541,"1,662,550.3",,,,,,,,,,,,,
,,,컴퓨터공학부(소프트웨어전공),주간,1학기,344,"1,653,098.2",,,,,,,,,,,,,
,,,,,2학기,355,"1,975,253.4",,,,,,,,,,,,,
,,,컴퓨터공학부(컴퓨터공학전공),주간,1학기,447,"1,672,995.9",,,,,,,,,,,,,
,,,,,2학기,421,"1,947,071.4",,,,,,,,,,,,,
,한국과학기술원,경영대학,기술경영학부,주간,1학기,47,"3,220,357.7",,,,,,,,,,,,,
,,,,,2학기,43,"3,297,788.8",,,,,,,,,,,,,
,,공과대학,건설및환경공학과,주간,1학기,31,"3,130,045.2",,,,,,,,,,,,,
,,,,,2학기,27,"4,313,759.6",,,,,,,,,,,,,
,,,기계공학과,주간,1학기,147,"3,267,200.3",,,,,,,,,,,,,
,,,,,2학기,145,"3,447,006.2",,,,,,,,,,,,,
,,,바이오및뇌공학과,주간,1학기,83,"4,244,004.9",,,,,,,,,,,,,
,,,,,2학기,90,"3,331,029.1",,,,,,,,,,,,,
,,,반도체시스템공학과,주간,1학기,19,"3,123,556.8",,,,,,,,,,,,,
,,,,,2학기,17,"4,457,705.9",,,,,,,,,,,,,
,,,산업디자인학과,주간,1학기,64,"3,266,318.5",,,,,,,,,,,,,
,,,,,2학기,50,"3,692,065",,,,,,,,,,,,,
,,,산업및시스템공학과,주간,1학기,90,"3,190,607.8",,,,,,,,,,,,,
,,,,,2학기,82,"3,491,258.3",,,,,,,,,,,,,
,,,생명화학공학과,주간,1학기,137,"2,943,643.9",,,,,,,,,,,,,
,,,,,2학기,137,"2,889,900",,,,,,,,,,,,,
,,,신소재공학과,주간,1학기,115,"3,303,623.6",,,,,,,,,,,,,
,,,,,2학기,115,"3,285,588.8",,,,,,,,,,,,,
,,,원자력및양자공학과,주간,1학기,20,"3,234,974",,,,,,,,,,,,,
,,,,,2학기,21,"3,699,200",,,,,,,,,,,,,
,,,전기및전자공학부,주간,1학기,645,"3,287,844.9",,,,,,,,,,,,,
,,,,,2학기,648,"3,359,825.9",,,,,,,,,,,,,
,,,전산학부,주간,1학기,747,"3,848,897.7",,,,,,,,,,,,,
,,,,,2학기,742,"3,660,061.1",,,,,,,,,,,,,
,,,정보통신공학과,주간,1학기,1,0,,,,,,,,,,,,,
,,,,,2학기,1,0,,,,,,,,,,,,,
,,,항공우주공학과,주간,1학기,73,"3,758,928.4",,,,,,,,,,,,,
,,,,,2학기,75,"3,684,160.9",,,,,,,,,,,,,
,,생명과학기술대학,생명과학과,주간,1학기,112,"3,553,117",,,,,,,,,,,,,
,,,,,2학기,116,"3,437,260.7",,,,,,,,,,,,,
,,자연과학대학,물리학과,주간,1학기,98,"3,515,218.3",,,,,,,,,,,,,
,,,,,2학기,81,"3,696,586.3",,,,,,,,,,,,,
,,,수리과학과,주간,1학기,157,"3,436,027.3",,,,,,,,,,,,,
,,,,,2학기,142,"3,505,754.6",,,,,,,,,,,,,
,,,화학과,주간,1학기,104,"3,863,573.3",,,,,,,,,,,,,
,,,,,2학기,101,"3,620,614.5",,,,,,,,,,,,,
,,단과대구분없음,새내기과정학부(공학계열),주간,1학기,647,"5,810,118.1",,,,,,,,,,,,,
,,,,,2학기,596,"5,266,952.2",,,,,,,,,,,,,
,,,새내기과정학부(인문사회계열),주간,1학기,18,0,,,,,,,,,,,,,
,,,,,2학기,2,0,,,,,,,,,,,,,
,,,새내기과정학부(자연계열),주간,1학기,282,0,,,,,,,,,,,,,
,,,,,2학기,254,0,,,,,,,,,,,,,
,,,융합인재학부,주간,1학기,28,"3,600,748.6",,,,,,,,,,,,,
,,,,,2학기,23,"3,866,497.4",,,,,,,,,,,,,
,한국교원대학교,제1대학,교육학과,주간,1학기,36,"1,302,453.9",,,,,,,,,,,,,
,,,,,2학기,32,"1,509,703.8",,,,,,,,,,,,,
,,,유아교육과,주간,1학기,80,"1,131,867.9",,,,,,,,,,,,,
,,,,,2학기,77,"1,272,805.5",,,,,,,,,,,,,
,,,초등교육과,주간,1학기,479,"1,071,599.7",,,,,,,,,,,,,
,,,,,2학기,461,"1,132,019.4",,,,,,,,,,,,,
,,,특수교육과,주간,1학기,19,"1,270,782.1",,,,,,,,,,,,,
,,,,,2학기,18,"1,402,289.4",,,,,,,,,,,,,
,,제2대학,국어교육과,주간,1학기,151,"1,304,159.3",,,,,,,,,,,,,
,,,,,2학기,137,"1,512,423.9",,,,,,,,,,,,,
,,,독어교육과,주간,1학기,36,"1,133,728.3",,,,,,,,,,,,,
,,,,,2학기,35,"1,104,693.7",,,,,,,,,,,,,
,,,불어교육과,주간,1학기,40,"1,260,831.3",,,,,,,,,,,,,
,,,,,2학기,37,"1,426,409.5",,,,,,,,,,,,,
,,,역사교육과,주간,1학기,81,"1,245,799.1",,,,,,,,,,,,,
,,,,,2학기,81,"1,311,834.8",,,,,,,,,,,,,
,,,영어교육과,주간,1학기,113,"1,193,268.8",,,,,,,,,,,,,
,,,,,2학기,107,"1,237,871.9",,,,,,,,,,,,,
,,,윤리교육과,주간,1학기,88,"1,516,389.1",,,,,,,,,,,,,
,,,,,2학기,89,"1,679,495.1",,,,,,,,,,,,,
,,,일반사회교육과,주간,1학기,84,"1,491,161.8",,,,,,,,,,,,,
,,,,,2학기,82,"1,860,265.7",,,,,,,,,,,,,
,,,중국어교육과,주간,1학기,35,"985,266.9",,,,,,,,,,,,,
,,,,,2학기,33,"950,713.3",,,,,,,,,,,,,
,,,지리교육과,주간,1학기,87,"1,123,829.7",,,,,,,,,,,,,
,,,,,2학기,78,"1,266,120.5",,,,,,,,,,,,,
,,제3대학,가정교육과,주간,1학기,80,"1,465,002.4",,,,,,,,,,,,,
,,,,,2학기,79,"1,593,135.7",,,,,,,,,,,,,
,,,기술교육과,주간,1학기,84,"1,228,187.9",,,,,,,,,,,,,
,,,,,2학기,79,"1,137,911.9",,,,,,,,,,,,,
,,,물리교육과,주간,1학기,72,"1,518,695.9",,,,,,,,,,,,,
,,,,,2학기,60,"1,797,674.5",,,,,,,,,,,,,
,,,생물교육과,주간,1학기,87,"1,322,478",,,,,,,,,,,,,
,,,,,2학기,81,"1,371,862.3",,,,,,,,,,,,,
,,,수학교육과,주간,1학기,98,"1,342,547.9",,,,,,,,,,,,,
,,,,,2학기,99,"1,413,072.1",,,,,,,,,,,,,
,,,지구과학교육과,주간,1학기,80,"1,491,046.3",,,,,,,,,,,,,
,,,,,2학기,79,"1,564,085.8",,,,,,,,,,,,,
,,,컴퓨터교육과,주간,1학기,77,"1,515,550.1",,,,,,,,,,,,,
,,,,,2학기,78,"1,545,189.9",,,,,,,,,,,,,
,,,화학교육과,주간,1학기,84,"1,435,277.9",,,,,,,,,,,,,
,,,,,2학기,79,"1,319,522.7",,,,,,,,,,,,,
,,,환경교육과,주간,1학기,76,"1,093,361.1",,,,,,,,,,,,,
,,,,,2학기,69,"1,195,349.1",,,,,,,,,,,,,
,,제4대학,미술교육과,주간,1학기,80,"1,031,778.5",,,,,,,,,,,,,
,,,,,2학기,78,"1,197,348.5",,,,,,,,,,,,,
,,,음악교육과,주간,1학기,79,"1,265,699.2",,,,,,,,,,,,,
,,,,,2학기,75,"1,308,128.8",,,,,,,,,,,,,
,,,체육교육과,주간,1학기,72,"974,753.6",,,,,,,,,,,,,
,,,,,2학기,71,"1,056,305.9",,,,,,,,,,,,,
,한국기술교육대학교,단과대구분없음,건축공학과,주간,2학기,1,0,,,,,,,,,,,,,
,,,건축공학부,주간,1학기,1,"1,200,000",,,,,,,,,,,,,
,,,고용서비스정책학과,주간,1학기,36,"1,809,257.2",,,,,,,,,,,,,
,,,,,2학기,35,"1,538,588.6",,,,,,,,,,,,,
,,,기계공학부,주간,1학기,596,"1,693,337.3",,,,,,,,,,,,,
,,,,,2학기,552,"1,802,273.2",,,,,,,,,,,,,
,,,디자인ㆍ건축공학부,주간,1학기,377,"2,071,352.6",,,,,,,,,,,,,
,,,,,2학기,343,"2,213,989.3",,,,,,,,,,,,,
,,,메카트로닉스공학부,주간,1학기,588,"1,874,455.5",,,,,,,,,,,,,
,,,,,2학기,570,"1,894,468.6",,,,,,,,,,,,,
,,,산업경영학부,주간,1학기,522,"1,369,781",,,,,,,,,,,,,
,,,,,2학기,467,"1,532,747.3",,,,,,,,,,,,,
,,,에너지신소재화학공학부,주간,1학기,413,"2,098,496",,,,,,,,,,,,,
,,,,,2학기,375,"2,281,798.8",,,,,,,,,,,,,
,,,전기ㆍ전자ㆍ통신공학부,주간,1학기,621,"1,826,859.8",,,,,,,,,,,,,
,,,,,2학기,583,"2,124,125.7",,,,,,,,,,,,,
,,,컴퓨터공학부,주간,1학기,607,"1,807,929.7",,,,,,,,,,,,,
,,,,,2학기,547,"2,042,163.1",,,,,,,,,,,,,
,,일학습병행대학,강소기업경영학과,주간,1학기,128,0,,,,,,,,,,,,,
,,,,,2학기,109,0,,,,,,,,,,,,,
,,,기계설계공학과,주간,1학기,114,0,,,,,,,,,,,,,
,,,,,2학기,107,0,,,,,,,,,,,,,
,,,기전융합공학과,주간,1학기,130,0,,,,,,,,,,,,,
,,,,,2학기,117,0,,,,,,,,,,,,,
,한국방송통신대학교,교육과학대학,교육학과,주간,1학기,"4,777","160,351.5",,,,,,,,,,,,,
,,,,,2학기,"4,124","164,385.9",,,,,,,,,,,,,
,,,문화교양학과,주간,1학기,"3,024","134,686.2",,,,,,,,,,,,,
,,,,,2학기,"2,590","154,486",,,,,,,,,,,,,
,,,생활체육지도과,주간,1학기,"1,168","146,844.2",,,,,,,,,,,,,
,,,,,2학기,"1,068","169,758.3",,,,,,,,,,,,,
,,,유아교육과,주간,1학기,"7,792","138,752.3",,,,,,,,,,,,,
,,,,,2학기,"6,839","134,516.7",,,,,,,,,,,,,
,,,청소년교육과,주간,1학기,"4,456","159,911.7",,,,,,,,,,,,,
,,,,,2학기,"3,883","159,238.3",,,,,,,,,,,,,
,,사회과학대학,경영학과,주간,1학기,"6,364","96,993.1",,,,,,,,,,,,,
,,,,,2학기,"5,398","86,936",,,,,,,,,,,,,
,,,경제학과,주간,1학기,"1,357","95,257.7",,,,,,,,,,,,,
,,,,,2학기,"1,183","93,597.4",,,,,,,,,,,,,
,,,관광학과,주간,1학기,"1,626","140,113.5",,,,,,,,,,,,,
,,,,,2학기,"1,353","145,804",,,,,,,,,,,,,
,,,무역학과,주간,1학기,921,"125,934.1",,,,,,,,,,,,,
,,,,,2학기,789,"115,484.5",,,,,,,,,,,,,
,,,미디어영상학과,주간,1학기,"3,257","144,893.9",,,,,,,,,,,,,
,,,,,2학기,"2,776","157,284",,,,,,,,,,,,,
,,,법학과,주간,1학기,"5,950","83,425.8",,,,,,,,,,,,,
,,,,,2학기,"5,022","77,072.8",,,,,,,,,,,,,
,,,사회복지학과,주간,1학기,"6,833","150,028.8",,,,,,,,,,,,,
,,,,,2학기,"6,013","183,118.6",,,,,,,,,,,,,
,,,행정학과,주간,1학기,"1,364","101,329",,,,,,,,,,,,,
,,,,,2학기,"1,174","110,699.9",,,,,,,,,,,,,
,,인문과학대학,국어국문학과,주간,1학기,"3,212","106,904.6",,,,,,,,,,,,,
,,,,,2학기,"2,834","123,543.3",,,,,,,,,,,,,
,,,영어영문학과,주간,1학기,"6,825","73,329.5",,,,,,,,,,,,,
,,,,,2학기,"5,683","78,806.5",,,,,,,,,,,,,
,,,일본학과,주간,1학기,"2,698","112,823.6",,,,,,,,,,,,,
,,,,,2학기,"2,337","116,528.4",,,,,,,,,,,,,
,,,중어중문학과,주간,1학기,"3,718","98,527.8",,,,,,,,,,,,,
,,,,,2학기,"3,031","109,887.9",,,,,,,,,,,,,
,,,프랑스언어문화학과,주간,1학기,635,"85,346.5",,,,,,,,,,,,,
,,,,,2학기,549,"64,749.7",,,,,,,,,,,,,
,,자연과학대학,간호학과,주간,1학기,"2,479","98,223.7",,,,,,,,,,,,,
,,,,,2학기,"2,371","100,875.2",,,,,,,,,,,,,
,,,농학과,주간,1학기,"6,129","114,617.6",,,,,,,,,,,,,
,,,,,2학기,"5,438","126,570",,,,,,,,,,,,,
,,,보건환경학과,주간,1학기,"2,818","119,447.4",,,,,,,,,,,,,
,,,,,2학기,"2,501","122,581.6",,,,,,,,,,,,,
,,,생활과학부,주간,1학기,"2,173","417,579.3",,,,,,,,,,,,,
,,,,,2학기,"1,611","497,405.6",,,,,,,,,,,,,
,,,생활과학부 가정복지학전공,주간,1학기,"1,072",0,,,,,,,,,,,,,
,,,,,2학기,"1,013",0,,,,,,,,,,,,,
,,,생활과학부 식품영양학전공,주간,1학기,"3,115",0,,,,,,,,,,,,,
,,,,,2학기,"2,871",0,,,,,,,,,,,,,
,,,생활과학부 의류패션학전공,주간,1학기,491,0,,,,,,,,,,,,,
,,,,,2학기,451,0,,,,,,,,,,,,,
,,,컴퓨터과학과,주간,1학기,"8,631","92,140.9",,,,,,,,,,,,,
,,,,,2학기,"7,633","92,567.1",,,,,,,,,,,,,
,,,통계・데이터과학과,주간,1학기,"2,504","68,575.9",,,,,,,,,,,,,
,,,,,2학기,"2,036","70,020.4",,,,,,,,,,,,,
,,프라임칼리지,융합경영학부,원격,1학기,86,"655,944.8",,,,,,,,,,,,,
,,,,,2학기,63,"635,043.2",,,,,,,,,,,,,
,,,융합경영학부 마케팅・애널리틱스전공,원격,1학기,118,"463,313.8",,,,,,,,,,,,,
,,,,,2학기,118,"403,562.3",,,,,,,,,,,,,
,,,융합경영학부 회계금융전공,원격,1학기,415,"543,283.1",,,,,,,,,,,,,
,,,,,2학기,426,"536,985.8",,,,,,,,,,,,,
,,,첨단공학부,원격,1학기,101,"575,501.2",,,,,,,,,,,,,
,,,,,2학기,87,"520,171.3",,,,,,,,,,,,,
,,,첨단공학부  메카트로닉스전공,원격,1학기,278,"425,975.9",,,,,,,,,,,,,
,,,,,2학기,282,"418,644.8",,,,,,,,,,,,,
,,,첨단공학부  산업공학전공,원격,1학기,168,"459,437.9",,,,,,,,,,,,,
,,,,,2학기,173,"411,348.4",,,,,,,,,,,,,
,,,첨단공학부 AI전공,원격,1학기,193,"500,214.9",,,,,,,,,,,,,
,,,,,2학기,218,"460,372.3",,,,,,,,,,,,,
,한국성서대학교,단과대구분없음,간호학과,주간,1학기,232,"1,558,761.4",,,,,,,,,,,,,
,,,,,2학기,212,"1,756,878.7",,,,,,,,,,,,,
,,,간호학부,주간,1학기,1,0,,,,,,,,,,,,,
,,,,,2학기,1,0,,,,,,,,,,,,,
,,,사회과학부,주간,1학기,4,0,,,,,,,,,,,,,
,,,,야간,1학기,3,0,,,,,,,,,,,,,
,,,,,2학기,3,"21,666.7",,,,,,,,,,,,,
,,,,주간,2학기,3,"6,666.7",,,,,,,,,,,,,
,,,사회복지학과,주간,1학기,202,"2,430,702.8",,,,,,,,,,,,,
,,,,,2학기,175,"3,116,809.5",,,,,,,,,,,,,
,,,성서학과,주간,1학기,240,"2,654,966.1",,,,,,,,,,,,,
,,,,,2학기,207,"2,689,514.4",,,,,,,,,,,,,
,,,신학부,야간,1학기,5,0,,,,,,,,,,,,,
,,,,주간,1학기,6,0,,,,,,,,,,,,,
,,,,야간,2학기,4,0,,,,,,,,,,,,,
,,,,주간,2학기,5,0,,,,,,,,,,,,,
,,,영유아보육학과,주간,1학기,166,"1,882,739.4",,,,,,,,,,,,,
,,,,,2학기,150,"2,214,556.6",,,,,,,,,,,,,
,,,정보과학부,주간,1학기,3,0,,,,,,,,,,,,,
,,,컴퓨터소프트웨어학과,주간,1학기,163,"1,828,960.7",,,,,,,,,,,,,
,,,,,2학기,143,"2,343,290.8",,,,,,,,,,,,,
,한국에너지공과대학교,단과대구분없음,에너지공학부,주간,1학기,105,"9,619,047.6",,,,,,,,,,,,,
,,,,,2학기,102,"6,583,333.3",,,,,,,,,,,,,
,한국예술종합학교,무용원,실기과,주간,1학기,224,"815,489",,,,,,,,,,,,,
,,,,,2학기,219,"900,564.9",,,,,,,,,,,,,
,,,이론과(무용이론),주간,1학기,44,"1,223,655.9",,,,,,,,,,,,,
,,,,,2학기,46,"1,333,589.8",,,,,,,,,,,,,
,,,창작과,주간,1학기,52,"782,227.7",,,,,,,,,,,,,
,,,,,2학기,55,"820,090.2",,,,,,,,,,,,,
,,미술원,건축과,주간,1학기,104,"796,634.4",,,,,,,,,,,,,
,,,,,2학기,101,"911,636.2",,,,,,,,,,,,,
,,,디자인과,주간,1학기,114,"836,467.9",,,,,,,,,,,,,
,,,,,2학기,102,"992,643.3",,,,,,,,,,,,,
,,,미술이론과,주간,1학기,52,"861,327.9",,,,,,,,,,,,,
,,,,,2학기,45,"1,104,331.6",,,,,,,,,,,,,
,,,조형예술과,주간,1학기,203,"767,716.4",,,,,,,,,,,,,
,,,,,2학기,192,"953,917.4",,,,,,,,,,,,,
